# CoordinateSystem: PROJCS["WGS 84 / Antarctic Polar Stereographic",GEOGCS["WGS 84",DATUM["World Geodetic System 1984 ensemble",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]],PROJECTION["PolarStereographicB",AUTHORITY["EPSG","9829"]],PARAMETER["latitude_of_origin",-71],PARAMETER["central_meridian",0],PARAMETER["false_easting",0],PARAMETER["false_northing",0],UNIT["metre",1,AUTHORITY["EPSG","9001"]],AUTHORITY["EPSG","3031"]]
#Label;Enable;X/Easting;Y/Northing;Z/Altitude;Yaw;Pitch;Roll;Accuracy_X/Y_(m);Accuracy_Z_(m);Accuracy_Yaw_(deg);Accuracy_Pitch/Roll_(deg);Error_(m);X_error;Y_error;Z_error;Error_(deg);Yaw_error;Pitch_error;Roll_error;X_est;Y_est;Z_est;Yaw_est;Pitch_est;Roll_est;X_var;Y_var;Z_var;Yaw_var;Pitch_var;Roll_var
CA213833R0200.tif;1;-2421214.715546;1210529.571726;4572.000000;266.946421;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0201.tif;1;-2424300.885615;1211872.432067;4572.000000;266.950205;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0202.tif;1;-2427387.055684;1213215.292408;4572.000000;266.953980;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0203.tif;1;-2430473.225754;1214558.152749;4572.000000;266.957745;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0204.tif;1;-2433559.395823;1215901.013090;4572.000000;266.961501;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA214732V0034.tif;1;-2410048.335548;1280897.936624;4572.000000;87.050148;0.000000;0.000000;10000.000000;500.000000;60.000000;10.000000;13095.806534;1098.046421;-13049.690192;-5.358961;16.666601;12.076180;-11.461535;-0.758068;-2408342.568302;1258841.792621;4553.246797;99.126328;-11.461535;-0.758068;;;;;;
CA214732V0035.tif;1;-2407505.756022;1279710.162246;4572.000000;87.047113;0.000000;0.000000;10000.000000;500.000000;60.000000;10.000000;12472.211491;-268.517544;-12469.320377;-2.670187;16.643423;12.353304;-11.128162;-0.750621;-2408102.483579;1258673.524020;4557.181276;99.400417;-11.128162;-0.750621;;;;;;
CA214732V0036.tif;1;-2404963.176496;1278522.387868;4572.000000;87.044072;0.000000;0.000000;10000.000000;500.000000;60.000000;10.000000;12001.221018;-1638.645049;-11888.824502;0.525271;16.859115;12.464913;-11.336693;-0.578888;-2407863.150152;1258503.587062;4561.277340;99.508984;-11.336693;-0.578888;;;;;;
CA214732V0037.tif;1;-2402420.596970;1277334.613490;4572.000000;87.041024;0.000000;0.000000;10000.000000;500.000000;60.000000;10.000000;11701.659134;-3011.389980;-11307.534673;4.062619;16.829152;12.392785;-11.362188;-0.734782;-2407622.932884;1258333.103427;4565.369498;99.433809;-11.362188;-0.734782;;;;;;
CA214732V0038.tif;1;-2399878.017444;1276146.839112;4572.000000;87.037970;0.000000;0.000000;10000.000000;500.000000;60.000000;10.000000;11591.051047;-4375.471722;-10733.482516;8.041490;16.844284;12.470211;-11.303353;-0.676718;-2407362.898880;1258148.587791;4569.549740;99.508181;-11.303353;-0.676718;;;;;;
